"Id","Name","Parent","File","Components"
"ActionPolymorphWizardRod","Rod Form","BaseActionPolymorph","Resources\Prototypes\Actions\polymorph.yml","Action,InstantAction"
"ActionPolymorphWizardSpider","Spider Polymorph","BaseActionPolymorph","Resources\Prototypes\Actions\polymorph.yml","Action,InstantAction"
"ActionRatKingDomain","Rat King's Domain","BaseAction","Resources\Prototypes\Entities\Mobs\NPCs\regalrat.yml","Action,InstantAction"
"ActionRatKingOrderCheeseEm","Cheese 'Em","BaseAction","Resources\Prototypes\Entities\Mobs\NPCs\regalrat.yml","Action,InstantAction"
"ActionRatKingOrderFollow","Follow","BaseAction","Resources\Prototypes\Entities\Mobs\NPCs\regalrat.yml","Action,InstantAction"
"ActionRatKingOrderLoose","Loose","BaseAction","Resources\Prototypes\Entities\Mobs\NPCs\regalrat.yml","Action,InstantAction"
"ActionRatKingOrderStay","Stay","BaseAction","Resources\Prototypes\Entities\Mobs\NPCs\regalrat.yml","Action,InstantAction"
"ActionRatKingRaiseArmy","Raise Army","BaseAction","Resources\Prototypes\Entities\Mobs\NPCs\regalrat.yml","Action,InstantAction"
"ActionRecallKatana","Recall katana","BaseAction","Resources\Prototypes\Actions\ninja.yml","Action,InstantAction"
"ActionRepulse","Repulse","BaseAction","Resources\Prototypes\Magic\repulse_spell.yml","RepulseAttract,Action,InstantAction"
"ActionRetractableItemArmBlade","Arm Blade","BaseAction","Resources\Prototypes\Actions\changeling.yml","Action,InstantAction,RetractableItemAction"
"ActionRevenantDefile","Defile","BaseAction","Resources\Prototypes\Actions\revenant.yml","Action,InstantAction"
"ActionRevenantMalfunction","Malfunction","BaseAction","Resources\Prototypes\Actions\revenant.yml","Action,InstantAction"
"ActionRevenantOverloadLights","Overload Lights","BaseAction","Resources\Prototypes\Actions\revenant.yml","Action,InstantAction"
"ActionRevenantShop","Shop","ActionIntrinsicStore","Resources\Prototypes\Actions\revenant.yml",""
"ActionRevertPolymorph","Revert","BaseAction","Resources\Prototypes\Actions\polymorph.yml","ConfirmableAction,InstantAction"
"ActionRgbLight","","BaseAction","Resources\Prototypes\Magic\staves.yml","TargetAction,EntityTargetAction,RgbLightController"
"ActionScream","Scream","BaseAction","Resources\Prototypes\Actions\types.yml","Action,InstantAction"
"ActionSelectBorgType","Select Cyborg Type","BaseAction","Resources\Prototypes\Actions\borgs.yml","Action,InstantAction"
"ActionSericulture","Weave silk","BaseAction","Resources\Prototypes\Actions\spider.yml","Action,InstantAction"
"ActionShootWater","Spray water!","BaseAction","Resources\Prototypes\Actions\types.yml","Action,InstantAction"
"ActionSleep","Sleep","BaseMentalAction","Resources\Prototypes\Actions\types.yml","Action,InstantAction"
"ActionSlippery","Slippery Slope","BaseSmiteAction","Resources\Prototypes\Magic\touch_spells.yml","Action,EntityTargetAction,Slippery,StepTrigger,SpeakOnAction,Magic"
"ActionSmite","Smite","BaseSmiteAction","Resources\Prototypes\Magic\touch_spells.yml","Action,EntityTargetAction,SpeakOnAction,Magic"
"ActionSmiteNoReq","","ActionSmite","Resources\Prototypes\Magic\touch_spells.yml","Magic"
"ActionSmoke","Smoke","BaseAction","Resources\Prototypes\Magic\smoke_spell.yml","Action,InstantAction"
"ActionSpawnMagicarpSpell","Summon Magicarp","BaseAction","Resources\Prototypes\Magic\spawn_spells.yml","Action,TargetAction,WorldTargetAction,SpeakOnAction"
"ActionSpawnRift","Summon Carp Rift","BaseAction","Resources\Prototypes\Entities\Mobs\Player\dragon.yml","Action,InstantAction"
"ActionSpiderWeb","Spider Web","BaseAction","Resources\Prototypes\Actions\spider.yml","Action,InstantAction"
"ActionStethoscope","Listen with stethoscope","BaseAction","Resources\Prototypes\Entities\Clothing\Neck\misc.yml","Action,TargetAction,EntityTargetAction"
"ActionStunRune","Stun Rune","BaseRuneAction","Resources\Prototypes\Magic\rune_spells.yml","Action,InstantAction"
"ActionSummonGhosts","Summon Ghosts","BaseAction","Resources\Prototypes\Magic\event_spells.yml","Action,InstantAction"
"ActionSummonGuns","Summon Guns","BaseAction","Resources\Prototypes\Magic\event_spells.yml","Magic,Action,InstantAction,SpeakOnAction"
"ActionSummonMagic","Summon Magic","BaseAction","Resources\Prototypes\Magic\event_spells.yml","Magic,Action,InstantAction,SpeakOnAction"
"ActionSurvCameraLights","Toggle camera lights","BaseAction","Resources\Prototypes\Actions\station_ai.yml","Action,InstantAction,LightOnCollideCollider,FixturesChange"
"ActionToggleAiming","","BaseToggleAction","Resources\Prototypes\_WH40K\Actions\aiming.yml","Action"
"ActionToggleBlock","Block","BaseToggleAction","Resources\Prototypes\Actions\types.yml","Action"
"ActionToggleDome","Toggle Energy Dome","BaseToggleAction","Resources\Prototypes\Actions\types.yml","Action"
"ActionToggleEyes","Open/Close eyes","BaseMentalAction","Resources\Prototypes\Actions\types.yml","Action,InstantAction"
"ActionToggleFov","Toggle FoV","BaseMentalAction","Resources\Prototypes\Entities\Mobs\Player\observer.yml","Action,InstantAction"
"ActionToggleGhostHearing","Toggle Ghost Hearing","BaseMentalAction","Resources\Prototypes\Entities\Mobs\Player\observer.yml","Action,InstantAction"
"ActionToggleGhosts","Toggle Ghosts","BaseMentalAction","Resources\Prototypes\Entities\Mobs\Player\observer.yml","Action,InstantAction"
"ActionToggleGuardian","Toggle Guardian","BaseMentalAction","Resources\Prototypes\Entities\Mobs\Player\guardian.yml","Action,InstantAction"
"ActionToggleInternals","Toggle Internals","BaseAction","Resources\Prototypes\Actions\internals.yml","Action,InstantAction"
"ActionToggleJetpack","Toggle jetpack","BaseAction","Resources\Prototypes\Entities\Objects\Tools\jetpacks.yml","Action,InstantAction"
"ActionToggleJusticeHelm","Toggle Justice Helm","BaseAction","Resources\Prototypes\Entities\Clothing\Head\helmets.yml","Action,InstantAction"
"ActionToggleKnuckleDustersStun","Toggle stun knuckle dusters","BaseAction","Resources\Prototypes\Actions\security.yml","InstantAction"
"ActionToggleLight","Toggle Light","BaseToggleAction","Resources\Prototypes\Actions\types.yml","Action"
"ActionToggleLighting","Toggle Lighting","BaseMentalAction","Resources\Prototypes\Entities\Mobs\Player\observer.yml","Action,InstantAction"
"ActionToggleMagboots","Toggle Magboots","BaseAction","Resources\Prototypes\Entities\Clothing\Shoes\magboots.yml","Action,InstantAction"
"ActionToggleMask","Toggle Mask","BaseAction","Resources\Prototypes\Entities\Clothing\Masks\base_clothingmask.yml","Action,InstantAction"
"ActionToggleNinjaGloves","Toggle ninja gloves","BaseToggleAction","Resources\Prototypes\Actions\ninja.yml","Action"
"ActionToggleParamedicSiren","Toggle Paramedic Siren","BaseToggleAction","Resources\Prototypes\Actions\types.yml","Action"
"ActionTogglePhaseCloak","Phase cloak","BaseAction","Resources\Prototypes\Actions\ninja.yml","Action,InstantAction"
"ActionToggleRootable","Rootable","BaseToggleAction","Resources\Prototypes\Actions\types.yml","Action"
"ActionToggleSpeedBoots","Toggle Speed Boots","BaseAction","Resources\Prototypes\Entities\Clothing\Shoes\misc.yml","Action,InstantAction"
"ActionToggleSuitPiece","Toggle Suit Piece","BaseAction","Resources\Prototypes\Actions\types.yml","Action,InstantAction"
"ActionToggleWagging","Wagging Tail","BaseToggleAction","Resources\Prototypes\Actions\types.yml","Action"
"ActionToggleWaggingVulpkanin","","ActionToggleWagging","Resources\Prototypes\Actions\types.yml","Action"
"ActionTurnUndead","Turn Undead","BaseMentalAction","Resources\Prototypes\Actions\types.yml","Action,InstantAction"
"ActionVendingThrow","Dispense Item","BaseAction","Resources\Prototypes\Actions\types.yml","Action,InstantAction"
"ActionViewLaws","View Laws","BaseMentalAction # allow reading laws when crit","Resources\Prototypes\Actions\borgs.yml","Action,InstantAction"
"ActionVoidApplause","Void Applause","BaseEntitySpellAction","Resources\Prototypes\Magic\teleport_spells.yml","Action,TargetAction,EntityTargetAction"
"ActionVulpkaninGravityJump","Leap","BaseAction","Resources\Prototypes\Actions\types.yml","Action,InstantAction"
"ActionWake","Wake up","BaseMentalAction","Resources\Prototypes\Actions\types.yml","Action,InstantAction"
"ActionWH40KChaosKhorneBloodstorm","Bloodstorm Surge","ActionFireballII","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosKhorneExecutionStep","Execution Step","ActionBlink","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosKhorneRepulse","Khorne's Roar","ActionRepulse","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosNurgleCorpseBloom","Corpse Bloom","ActionSmoke","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosNurgleMiasma","Nurgle's Miasma","ActionSmoke","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosNurgleRepulse","Rotwind Surge","ActionRepulse","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosSlaaneshExquisiteTempo","Exquisite Tempo","ActionBlink","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosSlaaneshMiasma","Siren Veil","ActionSmoke","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosSlaaneshSwap","Slaanesh's Waltz","ActionVoidApplause","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosTzeentchBarrier","Tzeentchian Barrier","ActionForceWall","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosTzeentchMindTwist","Tzeentchian Mind Twist","ActionMindSwap","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosTzeentchWarpRewrite","Warp Rewrite","ActionFireball","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosUndividedAegis","Undivided Aegis","ActionForceWall","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosUndividedBlink","Undivided Step","ActionBlink","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosWarpBlast","Warp Blast","ActionFireball","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosWarpBlastSurge","Warp Blast Surge","ActionFireballII","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosWarpKnock","Profane Knock","ActionKnock","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KChaosWarpRiftStep","Rift Step","ActionBlink","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KHeavyBolterRotateLeft","Rotate left","BaseAction","Resources\Prototypes\_WH40K\Actions\heavy_bolter.yml","Action,InstantAction"
"ActionWH40KHeavyBolterRotateRight","Rotate right","BaseAction","Resources\Prototypes\_WH40K\Actions\heavy_bolter.yml","Action,InstantAction"
"ActionWH40KPsykerAegisWall","Aegis Wall","ActionForceWall","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KPsykerMindShunt","Mind Shunt","ActionMindSwap","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KPsykerTelekineticRepulse","Telekinetic Burst","ActionRepulse","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KPsykerToggleProgressionUi","Psyker Discipline","BaseAction","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,InstantAction"
"ActionWH40KPsykerVeilSmoke","Veil of Silence","ActionSmoke","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KPsykerWarpBlink","Warp Step","ActionBlink","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionWH40KPsykerWarpKnock","Psychic Knock","ActionKnock","Resources\Prototypes\_WH40K\Actions\psyker_chaos.yml","Action,WH40KWarpActionCost"
"ActionXenoborgCameraMonitor","Xenoborgs Camera Monitor","BaseAGhostAction","Resources\Prototypes\Entities\Mobs\Player\mothershipcore.yml","Action,InstantAction"
"ActionXenoborgControlMonitor","Xenoborgs Control Console","BaseAGhostAction","Resources\Prototypes\Entities\Mobs\Player\mothershipcore.yml","Action,InstantAction"
